"File","Line","Severity","Pattern","Code","Description","Fix"
"lib\core\engagement\welcome_room_service.dart","57","CRITICAL","NullAssertion","return _cachedConfig!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","161","CRITICAL","NullAssertion","_org!.name[0].toUpperCase(),","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","177","CRITICAL","NullAssertion","_org!.name,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","185","CRITICAL","NullAssertion","_org!.domain!,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","191","CRITICAL","NullAssertion","_buildPlanBadge(_org!.plan),","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","197","CRITICAL","NullAssertion","_buildStatusIndicator(_org!.status),","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","264","CRITICAL","NullAssertion","value: '${_org!.memberCount} / ${_org!.maxMembers}',","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","321","CRITICAL","NullAssertion","final limits = _getPlanFeatures(_org!.plan);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","428","CRITICAL","NullAssertion","_buildInfoRow('Contact', _org!.primaryContactEmail),","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","430","CRITICAL","NullAssertion","'Created', _formatDate(_org!.createdAt)),","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","432","CRITICAL","NullAssertion","_buildInfoRow('Renews', _formatDate(_org!.renewsAt!)),","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","561","MEDIUM","StringInterpolation","Text('${room.participantCount}/${room.maxParticipants}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\core\enterprise\enterprise_dashboard.dart","643","CRITICAL","NullAssertion","'${_formatDate(_analytics!.periodStart)} - ${_formatDate(_analytics!.periodEnd)}',","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","677","CRITICAL","NullAssertion","value: '${_analytics!.totalRooms}',","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","683","CRITICAL","NullAssertion","value: '${_analytics!.totalParticipants}',","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","689","CRITICAL","NullAssertion","value: '${_analytics!.uniqueParticipants}',","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","695","CRITICAL","NullAssertion","value: '${_analytics!.totalHoursStreamed.toStringAsFixed(1)}h',","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","753","CRITICAL","NullAssertion","if (_analytics!.roomsByType.isEmpty)","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","770","MEDIUM","StringInterpolation","Text('$count (${percentage.toStringAsFixed(0)}%)'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\core\enterprise\enterprise_dashboard.dart","880","CRITICAL","NullAssertion","_buildPlanBadge(_billing!.plan),","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","896","CRITICAL","NullAssertion","'\$${_billing!.monthlyAmount.toStringAsFixed(2)}',","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","913","CRITICAL","NullAssertion","_billing!.cycle.name.toUpperCase(),","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","934","CRITICAL","NullAssertion","'Current Period: ${_formatDate(_billing!.currentPeriodStart)} - ${_formatDate(_billing!.currentPeriodEnd)}',","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","980","CRITICAL","NullAssertion","if (_billing!.recentInvoices.isEmpty)","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","1007","CRITICAL","NullAssertion","itemCount: _billing!.recentInvoices.length,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\enterprise\enterprise_dashboard.dart","1012","MEDIUM","StringInterpolation","title: Text('Invoice #${invoice.id}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\core\enterprise\enterprise_dashboard.dart","1170","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to create room: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\core\enterprise\enterprise_dashboard.dart","1181","MEDIUM","StringInterpolation","SnackBar(content: Text('Opening room: ${room.title}')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\core\enterprise\enterprise_service.dart","893","CRITICAL","NullAssertion","final data = doc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\error\error_boundary.dart","174","HIGH","UnsafeToString","errorDetails.stack.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\core\error\error_boundary.dart","174","HIGH","PropertyChainToString","errorDetails.stack.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\core\error_handling\error_handler.dart","183","HIGH","UnsafeToString","technicalDetails: error.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\core\error_handling\error_handler.dart","398","CRITICAL","NullAssertion","return Colors.orange[700]!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\error_handling\error_handler.dart","400","CRITICAL","NullAssertion","return Colors.red[700]!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\error_handling\error_handler.dart","402","CRITICAL","NullAssertion","return Colors.deepOrange[700]!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\error_handling\error_handler.dart","404","CRITICAL","NullAssertion","return Colors.purple[700]!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\error_handling\error_handler.dart","406","CRITICAL","NullAssertion","return Colors.amber[700]!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\error_handling\error_handler.dart","408","CRITICAL","NullAssertion","return Colors.blue[700]!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\error_handling\error_handler.dart","410","CRITICAL","NullAssertion","return Colors.grey[700]!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\error_handling\error_handler.dart","440","HIGH","UnsafeToString","} else if (error.toString().contains('network') || error.toString().contains('connection')) {","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\core\experiments\experiment_service.dart","136","CRITICAL","NullAssertion","return _userAssignments[cacheKey]!.variant;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\experiments\experiment_service.dart","333","CRITICAL","NullAssertion","variantOutcomes[variant]!.add((data['value'] as num).toDouble());","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\future\extension_api.dart","281","CRITICAL","NullAssertion","final existing = _plugins[id]!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\future\extension_api.dart","338","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\core\future\extension_api.dart","468","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\core\future\extension_api.dart","544","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\core\future\extension_api.dart","568","CRITICAL","NullAssertion","_plugins[pluginId] = _plugins[pluginId]!.copyWith(isEnabled: enabled);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\future\extension_api.dart","608","CRITICAL","NullAssertion","return mode!.uiBuilder!(context, roomData);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\future\extension_api.dart","615","CRITICAL","NullAssertion","await mode!.onRoomCreated!(roomId);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\future\extension_api.dart","622","CRITICAL","NullAssertion","await mode!.onRoomEnded!(roomId);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\future\extension_api.dart","643","CRITICAL","NullAssertion","return tool!.toolBuilder!(context, creatorId);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\future\extension_api.dart","656","CRITICAL","NullAssertion","return tool!.execute!(creatorId, input);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\future\future_modes_service.dart","698","CRITICAL","NullAssertion","final data = doc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\future\roadmap_dashboard.dart","120","CRITICAL","NullAssertion","if (_currentRoadmap == null || _currentRoadmap!.quarters.isEmpty) {","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\future\roadmap_dashboard.dart","132","CRITICAL","NullAssertion","itemCount: _currentRoadmap!.quarters.length,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\future\roadmap_dashboard.dart","203","CRITICAL","NullAssertion","quarter.theme!.name,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\future\roadmap_dashboard.dart","534","MEDIUM","StringInterpolation","Text('${idea.upvotes}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\core\future\roadmap_dashboard.dart","613","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to generate roadmap: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\core\future\roadmap_dashboard.dart","678","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to submit: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\core\growth\deep_link_service.dart","168","CRITICAL","NullAssertion","final roomData = roomDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\core\growth\deep_link_service.dart","304","CRITICAL","NullAssertion","final roomData = roomDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
